countrycode,country,year,fdi,rgdpo,pop,csh_i,ave_income
ISL,Iceland,1978,19.732663300705276,5370.450195,0.224019,183.7807501,48.26026311
ISR,Israel,1978,,58259.453129999994,3.59447,127.6673606,32.62837061
ITA,Italy,1978,9.138534350089676,961373.875,55.983298,120.72233349999999,34.56986496
JPN,Japan,1978,0.05947529531803496,1962215.375,114.05458700000001,186.09384219999998,34.63361017
KOR,"Korea, Rep.",1978,10.37773360969947,191396.5469,36.356187,198.1653957,10.59789508
LUX,Luxembourg,1978,,8329.855469,0.361078,126.0813547,46.44086327
LVA,Latvia,1978,,,,,
MEX,Mexico,1978,38.709526621637444,678876.6875,66.025613,109.9497718,20.69866328
NLD,Netherlands,1978,42.397341931013884,297300.4375,13.925970000000001,129.6932087,42.97678654
NOR,Norway,1978,63.47037189204286,89423.90625,4.05628,160.9146625,44.38023086
NZL,New Zealand,1978,88.65453914234787,51022.48828,3.129098,100.5401637,32.8251195
POL,Poland,1978,,244049.7188,35.100941999999996,90.02696808,13.9966269
PRT,Portugal,1978,16.936681000439247,93272.96875,9.560753,121.9884149,19.6393698
SVK,Slovak Republic,1978,,,,,
SVN,Slovenia,1978,,,,,
SWE,Sweden,1978,4.0813733272752915,160568.9375,8.272499,130.3278186,39.07407057
TUR,Turkey,1978,3.146245479462103,339128.4688,41.953105,114.09255390000001,16.27286368
USA,United States,1978,14.965236985252284,6544451.0,225.23945600000002,137.1680614,58.49147818
AUS,Australia,1979,66.6208327903903,313245.5625,14.532401,140.27835269999997,43.39217312
AUT,Austria,1979,15.28207462057768,133411.2188,7.605888,134.75929490000001,35.31069552
BEL,Belgium,1979,,188182.6406,9.842452999999999,142.461847,38.48930374
CAN,Canada,1979,131.63835492576587,593575.3125,24.257594,137.3279425,49.25972161
CHE,Switzerland,1979,,178726.3906,6.306578,184.2021799,57.05040865
CHL,Chile,1979,67.46335736508725,70472.75781,11.070198,74.55765786,12.81532796
CZE,Czech Republic,1979,,,,,
DEU,Germany,1979,11.895833784352007,1512194.25,78.305017,160.47674419999998,38.8760239
DNK,Denmark,1979,19.181592516457794,110976.3672,5.1180650000000005,144.2893319,43.6504327
ESP,Spain,1979,39.34533519265428,527307.8125,37.397232,127.91810500000001,28.38498006
EST,Estonia,1979,,,,,
FIN,Finland,1979,3.7294072816186694,86359.28125,4.762758,185.1056804,36.5018058
FRA,France,1979,25.414948608672404,1221186.625,55.077847999999996,141.7105757,44.63431994
GBR,United Kingdom,1979,88.84215002968014,1112633.5,56.220089,104.70334940000001,39.84046965
GRC,Greece,1979,67.82919839343089,135232.9531,9.513594,164.62368569999998,28.61552805
HUN,Hungary,1979,,101018.2422,10.742694,133.16886399999999,18.92999277
IRL,Ireland,1979,110.66129858356095,42228.73047,3.3878220000000003,175.7361905,25.09292495
ISL,Iceland,1979,6.647891975659367,5631.285645,0.22597199999999998,180.50686299999998,50.16684328
ISR,Israel,1979,,61088.91016,3.671264,136.39959109999998,33.497362100000004
ITA,Italy,1979,6.382875266887332,1049667.0,56.168376,124.0006243,37.62040987
JPN,Japan,1979,1.3713934093017788,2095713.625,114.993274,190.19077109999998,36.68794143
KOR,"Korea, Rep.",1979,3.1696474595421056,201046.1094,36.889651,213.53693030000002,10.97122124
LUX,Luxembourg,1979,,8669.196289,0.362791,112.7547025,48.104552399999996
LVA,Latvia,1979,,,,,
MEX,Mexico,1979,59.67493827986225,750647.4375,67.68853299999999,114.12546429999999,22.32465473
NLD,Netherlands,1979,58.29296101927434,306371.1563,14.017909,120.5701121,43.9975492
NOR,Norway,1979,45.53865074351709,95163.99219,4.069626,149.473116,47.07409719
NZL,New Zealand,1979,102.67725036281976,50855.79297,3.135453,112.71914299999999,32.65156346
POL,Poland,1979,,244334.4531,35.435627000000004,90.87571147,13.88060625
PRT,Portugal,1979,17.729468153653926,97956.55469,9.667021,124.07545060000001,20.398803100000002
SVK,Slovak Republic,1979,,,,,
SVN,Slovenia,1979,,,,,
SWE,Sweden,1979,5.573693103238134,165688.2031,8.294832000000001,144.9432417,40.21127464
TUR,Turkey,1979,5.0577893719175915,335951.75,42.91235,116.1159085,15.76008138
USA,United States,1979,19.925904010324906,6763056.0,227.411604,136.4575227,59.86792534
AUS,Australia,1980,75.279644694583,323755.7188,14.708323000000002,149.6651594,44.31167187
AUT,Austria,1980,17.58054224229548,135028.9531,7.597269,133.2321976,35.7794156
BEL,Belgium,1980,,201121.5625,9.855747000000001,157.0228174,41.0802364
CAN,Canada,1980,127.97148167272805,605825.0625,24.515788,129.37719180000002,49.74680862
CHE,Switzerland,1980,,186692.7188,6.3036080000000005,203.71694119999998,59.62138063
CHL,Chile,1980,44.22221174725879,74925.23438,11.23434,92.17967613,13.42593045
CZE,Czech Republic,1980,,,,,
DEU,Germany,1980,2.180546153938951,1533229.375,78.159527,158.18656399999998,39.490174700000004
DNK,Denmark,1980,8.824763285059003,109436.2578,5.123435,129.6072298,42.99954393
